group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Age,23.0,v3_public_transit,10,10,5.3,3.7,3.5,-2.3,0.3,0.5
Age,23.0,v3_rideshare,10,10,5.3,3.7,3.5,-2.3,0.3,0.5
Age,23.0,v3_voice,10,10,5.3,3.1,3.5,-0.3,0.3,0.6
Age,24.0,demos,4,4,3.75,6.0,-0.75,-6.0,0.25,0.25
Age,24.0,employment,4,4,3.75,6.0,-0.75,-6.0,0.25,0.25
Age,24.0,full,4,4,3.75,6.0,-0.75,-6.0,0.25,0.25
Age,24.0,geo,4,4,3.75,6.0,-0.75,-6.0,0.25,0.25
Age,24.0,transit,4,4,3.75,6.0,-0.75,-6.0,0.25,0.25
Age,24.0,v3_public_transit,4,4,3.75,6.0,-0.75,-6.0,0.25,0.25
Age,24.0,v3_rideshare,4,4,3.75,6.0,-0.75,-6.0,0.25,0.25
Age,24.0,v3_voice,4,4,3.75,6.0,-0.75,-6.0,0.25,0.25
Age,25.0,demos,8,8,7.125,6.25,4.125,-1.0,0.375,0.5
Age,25.0,employment,8,8,7.125,6.25,4.125,-1.0,0.375,0.5
Age,25.0,full,8,8,7.125,6.25,4.125,-1.0,0.375,0.5
Age,25.0,geo,8,8,7.125,6.25,4.125,-1.0,0.375,0.5
Age,25.0,transit,8,8,7.125,6.25,4.125,-1.0,0.375,0.5
Age,25.0,v3_public_transit,8,8,7.125,6.25,4.125,-1.0,0.375,0.5
Age,25.0,v3_rideshare,8,8,7.125,6.25,4.125,-1.0,0.375,0.5
Age,25.0,v3_voice,8,8,7.125,6.25,4.125,-1.0,0.375,0.5
Age,26.0,demos,4,4,4.5,2.75,4.5,-1.25,0.5,0.75
Age,26.0,employment,4,4,4.5,2.75,4.5,-1.25,0.5,0.75
Age,26.0,full,4,4,4.5,2.75,4.5,-1.25,0.5,0.75
Age,26.0,geo,4,4,4.5,2.75,4.5,-1.25,0.5,0.75
Age,26.0,transit,4,4,4.5,2.75,4.5,-1.25,0.5,0.75
Age,26.0,v3_public_transit,4,4,4.5,2.75,4.5,-1.25,0.5,0.75
Age,26.0,v3_rideshare,4,4,4.5,2.75,4.5,-1.25,0.5,0.75
Age,26.0,v3_voice,4,4,4.5,2.75,4.5,-1.25,0.5,0.75
Age,27.0,demos,8,8,5.5,4.375,2.5,-4.375,0.375,0.25
Age,27.0,employment,8,8,5.5,4.375,2.5,-4.375,0.375,0.25
Age,27.0,full,8,8,5.5,4.375,2.5,-4.375,0.375,0.25
Age,27.0,geo,8,8,5.5,4.375,2.5,-4.375,0.375,0.25
Age,27.0,transit,8,8,5.5,4.375,2.5,-4.375,0.375,0.25
Age,27.0,v3_public_transit,8,8,5.5,4.375,2.5,-4.375,0.375,0.25
Age,27.0,v3_rideshare,8,8,5.5,4.375,2.5,-4.375,0.375,0.25
Age,27.0,v3_voice,8,8,5.25,4.625,2.25,-4.625,0.375,0.25
Age,28.0,demos,9,9,6.888888888888889,4.111111111111111,4.0,-2.5555555555555554,0.1111111111111111,0.5555555555555556
Age,28.0,employment,9,9,6.888888888888889,4.111111111111111,4.0,-2.5555555555555554,0.1111111111111111,0.5555555555555556
Age,28.0,full,9,9,6.888888888888889,4.111111111111111,4.0,-2.5555555555555554,0.1111111111111111,0.5555555555555556
Age,28.0,geo,9,9,6.888888888888889,4.111111111111111,4.0,-2.5555555555555554,0.1111111111111111,0.5555555555555556
Age,28.0,transit,9,9,6.888888888888889,4.111111111111111,4.0,-2.5555555555555554,0.1111111111111111,0.5555555555555556
Age,28.0,v3_public_transit,9,9,6.888888888888889,4.111111111111111,4.0,-2.5555555555555554,0.1111111111111111,0.5555555555555556
Age,28.0,v3_rideshare,9,9,6.888888888888889,4.111111111111111,4.0,-2.5555555555555554,0.1111111111111111,0.5555555555555556
Age,28.0,v3_voice,9,9,6.888888888888889,4.111111111111111,4.0,-2.5555555555555554,0.1111111111111111,0.5555555555555556
Age,29.0,demos,6,6,5.333333333333333,7.166666666666667,2.6666666666666665,-4.5,0.3333333333333333,0.3333333333333333
Age,29.0,employment,6,6,5.333333333333333,7.166666666666667,2.6666666666666665,-4.5,0.3333333333333333,0.3333333333333333
Age,29.0,full,6,6,5.333333333333333,7.166666666666667,2.6666666666666665,-4.5,0.3333333333333333,0.3333333333333333
Age,29.0,geo,6,6,5.333333333333333,7.166666666666667,2.6666666666666665,-4.5,0.3333333333333333,0.3333333333333333
Age,29.0,transit,6,6,5.333333333333333,7.166666666666667,2.6666666666666665,-4.5,0.3333333333333333,0.3333333333333333
Age,29.0,v3_public_transit,6,6,5.333333333333333,7.166666666666667,2.6666666666666665,-4.5,0.3333333333333333,0.3333333333333333
Age,29.0,v3_rideshare,6,6,5.333333333333333,7.166666666666667,2.6666666666666665,-4.5,0.3333333333333333,0.3333333333333333
Age,29.0,v3_voice,6,6,5.333333333333333,7.166666666666667,2.6666666666666665,-4.5,0.3333333333333333,0.3333333333333333
Age,30.0,demos,5,5,4.8,5.6,0.8,-5.6,0.2,0.4
Age,30.0,employment,5,5,4.8,5.6,0.8,-5.6,0.2,0.4
Age,30.0,full,5,5,4.8,5.6,0.8,-5.6,0.2,0.4
Age,30.0,geo,5,5,4.8,5.6,0.8,-5.6,0.2,0.4
Age,30.0,transit,5,5,4.8,5.6,0.8,-5.6,0.2,0.4
Age,30.0,v3_public_transit,5,5,4.8,5.6,0.8,-5.6,0.2,0.4
Age,30.0,v3_rideshare,5,5,4.8,5.6,0.8,-5.6,0.2,0.4
Age,30.0,v3_voice,5,5,4.8,5.6,0.8,-5.6,0.2,0.4
Age,31.0,demos,3,3,4.0,8.0,-0.6666666666666666,-6.0,0.3333333333333333,0.3333333333333333
Age,31.0,employment,3,3,4.0,8.0,-0.6666666666666666,-6.0,0.3333333333333333,0.3333333333333333
Age,31.0,full,3,3,4.0,8.0,-0.6666666666666666,-6.0,0.3333333333333333,0.3333333333333333
Age,31.0,geo,3,3,4.0,8.0,-0.6666666666666666,-6.0,0.3333333333333333,0.3333333333333333
Age,31.0,transit,3,3,4.0,8.0,-0.6666666666666666,-6.0,0.3333333333333333,0.3333333333333333
Age,31.0,v3_public_transit,3,3,4.0,8.0,-0.6666666666666666,-6.0,0.3333333333333333,0.3333333333333333
Age,31.0,v3_rideshare,3,3,4.0,8.0,-0.6666666666666666,-6.0,0.3333333333333333,0.3333333333333333
Age,31.0,v3_voice,3,3,4.0,8.0,-0.6666666666666666,-6.0,0.3333333333333333,0.3333333333333333
Age,32.0,demos,10,10,3.7,5.1,2.7,-3.1,0.5,0.2
Age,32.0,employment,10,10,3.7,5.1,2.7,-3.1,0.5,0.2
Age,32.0,full,10,10,3.7,5.3,2.7,-3.3,0.5,0.2
Age,32.0,geo,10,10,3.7,5.1,2.7,-3.1,0.5,0.2
Age,32.0,transit,10,10,3.7,5.1,2.7,-3.1,0.5,0.2
Age,32.0,v3_public_transit,10,10,3.7,5.1,2.7,-3.1,0.5,0.2
Age,32.0,v3_rideshare,10,10,3.7,5.1,2.7,-3.1,0.5,0.2
Age,32.0,v3_voice,10,10,4.3,5.5,1.9,-3.5,0.4,0.2
Age,33.0,demos,10,10,6.0,3.3,5.6,-1.9,0.3,0.7
Age,33.0,employment,10,10,6.0,3.3,5.6,-1.9,0.3,0.7
Age,33.0,full,10,10,6.0,3.3,5.6,-1.9,0.3,0.7
Age,33.0,geo,10,10,6.0,3.3,5.6,-1.9,0.3,0.7
Age,33.0,transit,10,10,6.0,3.3,5.6,-1.9,0.3,0.7
Age,33.0,v3_public_transit,10,10,6.0,3.3,5.6,-1.9,0.3,0.7
Age,33.0,v3_rideshare,10,10,6.0,3.3,5.6,-1.9,0.3,0.7
Age,33.0,v3_voice,10,10,6.0,3.3,5.6,-1.9,0.3,0.7
Age,34.0,demos,12,12,5.916666666666667,3.4166666666666665,4.916666666666667,-2.0833333333333335,0.25,0.5833333333333334
Age,34.0,employment,12,12,5.916666666666667,3.4166666666666665,4.916666666666667,-2.0833333333333335,0.25,0.5833333333333334
Age,34.0,full,12,12,5.916666666666667,3.4166666666666665,4.916666666666667,-2.0833333333333335,0.25,0.5833333333333334
Age,34.0,geo,12,12,5.916666666666667,3.4166666666666665,4.916666666666667,-2.0833333333333335,0.25,0.5833333333333334
Age,34.0,transit,12,12,5.916666666666667,3.4166666666666665,4.916666666666667,-2.0833333333333335,0.25,0.5833333333333334
Age,34.0,v3_public_transit,12,12,5.916666666666667,3.4166666666666665,4.916666666666667,-2.0833333333333335,0.25,0.5833333333333334
Age,34.0,v3_rideshare,12,12,5.916666666666667,3.4166666666666665,4.916666666666667,-2.0833333333333335,0.25,0.5833333333333334
Age,34.0,v3_voice,12,12,5.916666666666667,3.4166666666666665,4.916666666666667,-2.0833333333333335,0.25,0.5833333333333334
Age,35.0,demos,6,6,8.166666666666666,3.8333333333333335,6.166666666666667,-1.1666666666666667,0.16666666666666666,0.5
Age,35.0,employment,6,6,8.166666666666666,3.8333333333333335,6.166666666666667,-1.1666666666666667,0.16666666666666666,0.5
Age,35.0,full,6,6,8.166666666666666,3.8333333333333335,6.166666666666667,-1.1666666666666667,0.16666666666666666,0.5
Age,35.0,geo,6,6,8.166666666666666,3.8333333333333335,6.166666666666667,-1.1666666666666667,0.16666666666666666,0.5
Age,35.0,transit,6,6,8.166666666666666,3.8333333333333335,6.166666666666667,-1.1666666666666667,0.16666666666666666,0.5
Age,35.0,v3_public_transit,6,6,8.166666666666666,3.8333333333333335,6.166666666666667,-1.1666666666666667,0.16666666666666666,0.5
Age,35.0,v3_rideshare,6,6,8.166666666666666,3.8333333333333335,6.166666666666667,-1.1666666666666667,0.16666666666666666,0.5
Age,35.0,v3_voice,6,6,8.166666666666666,3.8333333333333335,6.166666666666667,-1.1666666666666667,0.16666666666666666,0.5
Age,36.0,demos,6,6,5.833333333333333,4.166666666666667,5.833333333333333,-2.1666666666666665,0.3333333333333333,0.5
Age,36.0,employment,6,6,5.833333333333333,4.166666666666667,5.833333333333333,-2.1666666666666665,0.3333333333333333,0.5
Age,36.0,full,6,6,5.833333333333333,4.166666666666667,5.833333333333333,-2.1666666666666665,0.3333333333333333,0.5
Age,36.0,geo,6,6,5.833333333333333,4.166666666666667,5.833333333333333,-2.1666666666666665,0.3333333333333333,0.5
Age,36.0,transit,6,6,5.833333333333333,4.166666666666667,5.833333333333333,-2.1666666666666665,0.3333333333333333,0.5
Age,36.0,v3_public_transit,6,6,5.833333333333333,4.166666666666667,5.833333333333333,-2.1666666666666665,0.3333333333333333,0.5
Age,36.0,v3_rideshare,6,6,5.833333333333333,4.166666666666667,5.833333333333333,-2.1666666666666665,0.3333333333333333,0.5
Age,36.0,v3_voice,6,6,5.833333333333333,4.166666666666667,5.833333333333333,-2.1666666666666665,0.3333333333333333,0.5
Age,37.0,demos,9,9,5.444444444444445,5.333333333333333,2.5555555555555554,-3.111111111111111,0.3333333333333333,0.5555555555555556
Age,37.0,employment,9,9,5.444444444444445,5.333333333333333,2.5555555555555554,-3.111111111111111,0.3333333333333333,0.5555555555555556
Age,37.0,full,9,9,5.0,4.666666666666667,3.0,-2.4444444444444446,0.4444444444444444,0.5555555555555556
Age,37.0,geo,9,9,5.444444444444445,5.333333333333333,2.5555555555555554,-3.111111111111111,0.3333333333333333,0.5555555555555556
Age,37.0,transit,9,9,5.444444444444445,5.333333333333333,2.5555555555555554,-3.111111111111111,0.3333333333333333,0.5555555555555556
Age,37.0,v3_public_transit,9,9,5.444444444444445,5.333333333333333,2.5555555555555554,-3.111111111111111,0.3333333333333333,0.5555555555555556
Age,37.0,v3_rideshare,9,9,5.444444444444445,5.333333333333333,2.5555555555555554,-3.111111111111111,0.3333333333333333,0.5555555555555556
Age,37.0,v3_voice,9,9,5.0,4.666666666666667,3.0,-2.4444444444444446,0.4444444444444444,0.5555555555555556
Age,38.0,demos,4,4,6.25,0.75,6.25,0.75,0.25,1.0
Age,38.0,employment,4,4,6.25,0.75,6.25,0.75,0.25,1.0
Age,38.0,full,4,4,6.25,0.75,6.25,0.75,0.25,1.0
Age,38.0,geo,4,4,6.25,0.75,6.25,0.75,0.25,1.0
Age,38.0,transit,4,4,6.25,0.75,6.25,0.75,0.25,1.0
Age,38.0,v3_public_transit,4,4,6.25,0.75,6.25,0.75,0.25,1.0
Age,38.0,v3_rideshare,4,4,6.25,0.75,6.25,0.75,0.25,1.0
Age,38.0,v3_voice,4,4,6.25,0.75,6.25,0.75,0.25,1.0
Age,39.0,demos,12,12,6.583333333333333,4.25,3.25,-2.0833333333333335,0.08333333333333333,0.75
Age,39.0,employment,12,12,6.583333333333333,4.25,3.25,-2.0833333333333335,0.08333333333333333,0.75
Age,39.0,full,12,12,6.583333333333333,4.25,3.25,-2.0833333333333335,0.08333333333333333,0.75
Age,39.0,geo,12,12,6.583333333333333,4.25,3.25,-2.0833333333333335,0.08333333333333333,0.75
Age,39.0,transit,12,12,6.583333333333333,4.25,3.25,-2.0833333333333335,0.08333333333333333,0.75
Age,39.0,v3_public_transit,12,12,6.583333333333333,4.25,3.25,-2.0833333333333335,0.08333333333333333,0.75
Age,39.0,v3_rideshare,12,12,6.583333333333333,4.25,3.25,-2.0833333333333335,0.08333333333333333,0.75
Age,39.0,v3_voice,12,12,6.583333333333333,4.25,3.25,-2.0833333333333335,0.08333333333333333,0.75
Age,40.0,demos,5,5,5.2,2.0,4.4,0.0,0.2,0.8
Age,40.0,employment,5,5,5.2,2.0,4.4,0.0,0.2,0.8
Age,40.0,full,5,5,5.2,2.0,4.4,0.0,0.2,0.8
Age,40.0,geo,5,5,5.2,2.0,4.4,0.0,0.2,0.8
Age,40.0,transit,5,5,5.2,2.0,4.4,0.0,0.2,0.8
Age,40.0,v3_public_transit,5,5,5.2,2.0,4.4,0.0,0.2,0.8
Age,40.0,v3_rideshare,5,5,5.2,2.0,4.4,0.0,0.2,0.8
Age,40.0,v3_voice,5,5,5.2,2.0,4.4,0.0,0.2,0.8
Age,41.0,demos,9,9,7.0,3.5555555555555554,3.888888888888889,0.2222222222222222,0.1111111111111111,0.6666666666666666
Age,41.0,employment,9,9,7.0,3.5555555555555554,3.888888888888889,0.2222222222222222,0.1111111111111111,0.6666666666666666
Age,41.0,full,9,9,7.0,3.5555555555555554,3.888888888888889,0.2222222222222222,0.1111111111111111,0.6666666666666666
Age,41.0,geo,9,9,7.0,3.5555555555555554,3.888888888888889,0.2222222222222222,0.1111111111111111,0.6666666666666666
Age,41.0,transit,9,9,7.0,3.5555555555555554,3.888888888888889,0.2222222222222222,0.1111111111111111,0.6666666666666666
Age,41.0,v3_public_transit,9,9,7.0,3.5555555555555554,3.888888888888889,0.2222222222222222,0.1111111111111111,0.6666666666666666
Age,41.0,v3_rideshare,9,9,7.0,3.5555555555555554,3.888888888888889,0.2222222222222222,0.1111111111111111,0.6666666666666666
Age,41.0,v3_voice,9,9,6.777777777777778,3.3333333333333335,3.6666666666666665,0.0,0.1111111111111111,0.6666666666666666
Age,42.0,demos,8,8,8.375,6.875,0.875,-2.375,0.0,0.5
Age,42.0,employment,8,8,8.375,6.875,0.875,-2.375,0.0,0.5
Age,42.0,full,8,8,8.375,6.875,0.875,-2.375,0.0,0.5
Age,42.0,geo,8,8,8.375,6.875,0.875,-2.375,0.0,0.5
Age,42.0,transit,8,8,8.375,6.875,0.875,-2.375,0.0,0.5
Age,42.0,v3_public_transit,8,8,8.375,6.875,0.875,-2.375,0.0,0.5
Age,42.0,v3_rideshare,8,8,8.375,6.875,0.875,-2.375,0.0,0.5
Age,42.0,v3_voice,8,8,8.375,6.875,0.875,-2.375,0.0,0.5
Age,43.0,demos,5,5,7.8,4.6,2.6,-2.6,0.0,0.6
Age,43.0,employment,5,5,7.8,4.6,2.6,-2.6,0.0,0.6
Age,43.0,full,5,5,7.8,4.6,2.6,-2.6,0.0,0.6
Age,43.0,geo,5,5,7.8,4.6,2.6,-2.6,0.0,0.6
Age,43.0,transit,5,5,7.8,4.6,2.6,-2.6,0.0,0.6
Age,43.0,v3_public_transit,5,5,7.8,4.6,2.6,-2.6,0.0,0.6
Age,43.0,v3_rideshare,5,5,7.8,4.6,2.6,-2.6,0.0,0.6
Age,43.0,v3_voice,5,5,7.8,4.6,2.6,-2.6,0.0,0.6
Age,44.0,demos,6,6,8.166666666666666,3.5,8.166666666666666,1.1666666666666667,0.16666666666666666,0.6666666666666666
Age,44.0,employment,6,6,8.166666666666666,3.5,8.166666666666666,1.1666666666666667,0.16666666666666666,0.6666666666666666
Age,44.0,full,6,6,8.166666666666666,3.5,8.166666666666666,1.1666666666666667,0.16666666666666666,0.6666666666666666
Age,44.0,geo,6,6,8.166666666666666,3.5,8.166666666666666,1.1666666666666667,0.16666666666666666,0.6666666666666666
Age,44.0,transit,6,6,8.166666666666666,3.5,8.166666666666666,1.1666666666666667,0.16666666666666666,0.6666666666666666
Age,44.0,v3_public_transit,6,6,8.166666666666666,3.5,8.166666666666666,1.1666666666666667,0.16666666666666666,0.6666666666666666
Age,44.0,v3_rideshare,6,6,8.166666666666666,3.5,8.166666666666666,1.1666666666666667,0.16666666666666666,0.6666666666666666
Age,44.0,v3_voice,6,6,8.166666666666666,3.5,8.166666666666666,1.1666666666666667,0.16666666666666666,0.6666666666666666
Age,45.0,demos,5,5,8.2,6.0,1.0,-4.4,0.0,0.6
Age,45.0,employment,5,5,8.2,6.0,1.0,-4.4,0.0,0.6
Age,45.0,full,5,5,7.4,4.8,1.8,-3.2,0.2,0.6
Age,45.0,geo,5,5,8.2,6.0,1.0,-4.4,0.0,0.6
Age,45.0,transit,5,5,8.2,6.0,1.0,-4.4,0.0,0.6
Age,45.0,v3_public_transit,5,5,8.2,6.0,1.0,-4.4,0.0,0.6
Age,45.0,v3_rideshare,5,5,8.2,6.0,1.0,-4.4,0.0,0.6
Age,45.0,v3_voice,5,5,7.4,4.8,1.8,-3.2,0.2,0.6
Age,46.0,demos,4,4,5.0,4.5,5.0,-0.5,0.25,0.5
Age,46.0,employment,4,4,5.0,4.5,5.0,-0.5,0.25,0.5
Age,46.0,full,4,4,5.0,4.5,5.0,-0.5,0.25,0.5
Age,46.0,geo,4,4,5.0,4.5,5.0,-0.5,0.25,0.5
Age,46.0,transit,4,4,5.0,4.5,5.0,-0.5,0.25,0.5
Age,46.0,v3_public_transit,4,4,5.0,4.5,5.0,-0.5,0.25,0.5
Age,46.0,v3_rideshare,4,4,5.0,4.5,5.0,-0.5,0.25,0.5
Age,46.0,v3_voice,4,4,5.0,4.5,5.0,-0.5,0.25,0.5
Age,47.0,demos,3,3,6.333333333333333,1.3333333333333333,6.333333333333333,-1.3333333333333333,0.0,0.6666666666666666
Age,47.0,employment,3,3,6.333333333333333,1.3333333333333333,6.333333333333333,-1.3333333333333333,0.0,0.6666666666666666
Age,47.0,full,3,3,6.333333333333333,1.3333333333333333,6.333333333333333,-1.3333333333333333,0.0,0.6666666666666666
Age,47.0,geo,3,3,6.333333333333333,1.3333333333333333,6.333333333333333,-1.3333333333333333,0.0,0.6666666666666666
Age,47.0,transit,3,3,6.333333333333333,1.3333333333333333,6.333333333333333,-1.3333333333333333,0.0,0.6666666666666666
Age,47.0,v3_public_transit,3,3,6.333333333333333,1.3333333333333333,6.333333333333333,-1.3333333333333333,0.0,0.6666666666666666
Age,47.0,v3_rideshare,3,3,6.333333333333333,1.3333333333333333,6.333333333333333,-1.3333333333333333,0.0,0.6666666666666666
Age,47.0,v3_voice,3,3,6.333333333333333,1.3333333333333333,6.333333333333333,-1.3333333333333333,0.0,0.6666666666666666
Age,48.0,demos,3,3,6.666666666666667,3.0,6.666666666666667,-1.0,0.3333333333333333,0.6666666666666666
Age,48.0,employment,3,3,6.666666666666667,3.0,6.666666666666667,-1.0,0.3333333333333333,0.6666666666666666
Age,48.0,full,3,3,6.666666666666667,3.0,6.666666666666667,-1.0,0.3333333333333333,0.6666666666666666
Age,48.0,geo,3,3,6.666666666666667,3.0,6.666666666666667,-1.0,0.3333333333333333,0.6666666666666666
Age,48.0,transit,3,3,6.666666666666667,3.0,6.666666666666667,-1.0,0.3333333333333333,0.6666666666666666
Age,48.0,v3_public_transit,3,3,6.666666666666667,3.0,6.666666666666667,-1.0,0.3333333333333333,0.6666666666666666
Age,48.0,v3_rideshare,3,3,6.666666666666667,3.0,6.666666666666667,-1.0,0.3333333333333333,0.6666666666666666
Age,48.0,v3_voice,3,3,6.666666666666667,3.0,6.666666666666667,-1.0,0.3333333333333333,0.6666666666666666
Age,49.0,demos,1,1,2.0,2.0,2.0,-2.0,1.0,0.0
Age,49.0,employment,1,1,2.0,2.0,2.0,-2.0,1.0,0.0
Age,49.0,full,1,1,2.0,2.0,2.0,-2.0,1.0,0.0
Age,49.0,geo,1,1,2.0,2.0,2.0,-2.0,1.0,0.0
Age,49.0,transit,1,1,2.0,2.0,2.0,-2.0,1.0,0.0
Age,49.0,v3_public_transit,1,1,2.0,2.0,2.0,-2.0,1.0,0.0
Age,49.0,v3_rideshare,1,1,2.0,2.0,2.0,-2.0,1.0,0.0
Age,49.0,v3_voice,1,1,2.0,2.0,2.0,-2.0,1.0,0.0
Age,50.0,demos,5,5,3.6,5.4,2.8,-2.6,0.4,0.4
Age,50.0,employment,5,5,3.6,5.4,2.8,-2.6,0.4,0.4
Age,50.0,full,5,5,3.6,5.4,2.8,-2.6,0.4,0.4
Age,50.0,geo,5,5,3.6,5.4,2.8,-2.6,0.4,0.4
Age,50.0,transit,5,5,3.6,5.4,2.8,-2.6,0.4,0.4
Age,50.0,v3_public_transit,5,5,3.6,5.4,2.8,-2.6,0.4,0.4
Age,50.0,v3_rideshare,5,5,3.6,5.4,2.8,-2.6,0.4,0.4
Age,50.0,v3_voice,5,5,3.6,5.4,2.8,-2.6,0.4,0.4
Age,51.0,demos,2,2,7.0,3.0,7.0,3.0,0.0,1.0
Age,51.0,employment,2,2,7.0,3.0,7.0,3.0,0.0,1.0
Age,51.0,full,2,2,7.0,3.0,7.0,3.0,0.0,1.0
Age,51.0,geo,2,2,7.0,3.0,7.0,3.0,0.0,1.0
Age,51.0,transit,2,2,7.0,3.0,7.0,3.0,0.0,1.0
Age,51.0,v3_public_transit,2,2,7.0,3.0,7.0,3.0,0.0,1.0
Age,51.0,v3_rideshare,2,2,7.0,3.0,7.0,3.0,0.0,1.0
Age,51.0,v3_voice,2,2,7.0,3.0,7.0,3.0,0.0,1.0
Age,52.0,demos,1,1,6.0,0.0,6.0,0.0,0.0,1.0
Age,52.0,employment,1,1,6.0,0.0,6.0,0.0,0.0,1.0
Age,52.0,full,1,1,6.0,0.0,6.0,0.0,0.0,1.0
Age,52.0,geo,1,1,6.0,0.0,6.0,0.0,0.0,1.0
Age,52.0,transit,1,1,6.0,0.0,6.0,0.0,0.0,1.0
Age,52.0,v3_public_transit,1,1,6.0,0.0,6.0,0.0,0.0,1.0
Age,52.0,v3_rideshare,1,1,6.0,0.0,6.0,0.0,0.0,1.0
Age,52.0,v3_voice,1,1,6.0,0.0,6.0,0.0,0.0,1.0
Age,53.0,demos,6,6,5.666666666666667,2.3333333333333335,4.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666
Age,53.0,employment,6,6,5.666666666666667,2.3333333333333335,4.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666
Age,53.0,full,6,6,5.666666666666667,2.3333333333333335,4.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666
Age,53.0,geo,6,6,5.666666666666667,2.3333333333333335,4.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666
Age,53.0,transit,6,6,5.666666666666667,2.3333333333333335,4.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666
Age,53.0,v3_public_transit,6,6,5.666666666666667,2.3333333333333335,4.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666
Age,53.0,v3_rideshare,6,6,5.666666666666667,2.3333333333333335,4.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666
