participant_id,tier,provider,model,latency_seconds,raw_response,error,pred_group_ca,pred_interpersonal_ca,pred_group_band,pred_interpersonal_band,Age,Sex,Country of residence,Student status,Employment status,LocationLatitude,LocationLongitude,Q26,Q27,Q28,Q29,gt_group_ca,gt_interpersonal_ca,gt_group_band,gt_interpersonal_band,error_group,abs_error_group,score_distance_group,norm_score_distance_group,exact_match_group,pred_group_band_reported,pred_group_band_resolved,band_match_group,band_distance_group,norm_band_distance_group,error_interpersonal,abs_error_interpersonal,score_distance_interpersonal,norm_score_distance_interpersonal,exact_match_interpersonal,pred_interpersonal_band_reported,pred_interpersonal_band_resolved,band_match_interpersonal,band_distance_interpersonal,norm_band_distance_interpersonal
b6954799ca47bc836ac02ab86e4710c3b0e096d7ace449b81aaa1d5845431821,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 30, ""self_reported_interpersonal_ca"": 12, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,30,12,high,low,41.0,Male,United States,No,Other,34.7196,-81.5487,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,17,17,moderate,moderate,13,13,13,0.5416666666666666,False,high,high,False,1,0.5,-5,5,5,0.20833333333333334,False,low,low,False,1,0.5
b6954799ca47bc836ac02ab86e4710c3b0e096d7ace449b81aaa1d5845431821,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 30, ""self_reported_interpersonal_ca"": 15, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""moderate""}",,30,15,high,moderate,41.0,Male,United States,No,Other,34.7196,-81.5487,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,17,17,moderate,moderate,13,13,13,0.5416666666666666,False,high,high,False,1,0.5,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
b6954799ca47bc836ac02ab86e4710c3b0e096d7ace449b81aaa1d5845431821,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 30, ""self_reported_interpersonal_ca"": 15, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""moderate""}",,30,15,high,moderate,41.0,Male,United States,No,Other,34.7196,-81.5487,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,17,17,moderate,moderate,13,13,13,0.5416666666666666,False,high,high,False,1,0.5,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
b6954799ca47bc836ac02ab86e4710c3b0e096d7ace449b81aaa1d5845431821,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 22, ""self_reported_interpersonal_ca"": 6, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,22,6,high,low,41.0,Male,United States,No,Other,34.7196,-81.5487,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,17,17,moderate,moderate,5,5,5,0.20833333333333334,False,high,high,False,1,0.5,-11,11,11,0.4583333333333333,False,low,low,False,1,0.5
b6954799ca47bc836ac02ab86e4710c3b0e096d7ace449b81aaa1d5845431821,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 8, ""self_reported_interpersonal_ca"": 6, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""low""}",,8,6,low,low,41.0,Male,United States,No,Other,34.7196,-81.5487,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,17,17,moderate,moderate,-9,9,9,0.375,False,low,low,False,1,0.5,-11,11,11,0.4583333333333333,False,low,low,False,1,0.5
b6954799ca47bc836ac02ab86e4710c3b0e096d7ace449b81aaa1d5845431821,v3_voice,mock,mock-persona,0.0,"{""self_reported_group_ca"": 30, ""self_reported_interpersonal_ca"": 12, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,30,12,high,low,41.0,Male,United States,No,Other,34.7196,-81.5487,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,17,17,moderate,moderate,13,13,13,0.5416666666666666,False,high,high,False,1,0.5,-5,5,5,0.20833333333333334,False,low,low,False,1,0.5
6ac07c3845b0ce5cac4ab3569ea70236b7cfa8fd51576e12226279a282182dcb,demos,mock,mock-persona,0.0,"{""self_reported_group_ca"": 17, ""self_reported_interpersonal_ca"": 13, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,17,13,moderate,low,39.0,Male,United States,No,Full-Time,36.7595,-95.2947,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,11,12,low,low,6,6,6,0.25,False,moderate,moderate,False,1,0.5,1,1,1,0.041666666666666664,False,low,low,True,0,0.0
6ac07c3845b0ce5cac4ab3569ea70236b7cfa8fd51576e12226279a282182dcb,employment,mock,mock-persona,0.0,"{""self_reported_group_ca"": 9, ""self_reported_interpersonal_ca"": 19, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""moderate""}",,9,19,low,moderate,39.0,Male,United States,No,Full-Time,36.7595,-95.2947,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,11,12,low,low,-2,2,2,0.08333333333333333,False,low,low,True,0,0.0,7,7,7,0.2916666666666667,False,moderate,moderate,False,1,0.5
6ac07c3845b0ce5cac4ab3569ea70236b7cfa8fd51576e12226279a282182dcb,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 27, ""self_reported_interpersonal_ca"": 20, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,27,20,high,high,39.0,Male,United States,No,Full-Time,36.7595,-95.2947,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,11,12,low,low,16,16,16,0.6666666666666666,False,high,high,False,2,1.0,8,8,8,0.3333333333333333,False,high,high,False,2,1.0
6ac07c3845b0ce5cac4ab3569ea70236b7cfa8fd51576e12226279a282182dcb,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 11, ""self_reported_interpersonal_ca"": 23, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,11,23,low,high,39.0,Male,United States,No,Full-Time,36.7595,-95.2947,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,11,12,low,low,0,0,0,0.0,True,low,low,True,0,0.0,11,11,11,0.4583333333333333,False,high,high,False,2,1.0
6ac07c3845b0ce5cac4ab3569ea70236b7cfa8fd51576e12226279a282182dcb,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 11, ""self_reported_interpersonal_ca"": 23, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,11,23,low,high,39.0,Male,United States,No,Full-Time,36.7595,-95.2947,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,11,12,low,low,0,0,0,0.0,True,low,low,True,0,0.0,11,11,11,0.4583333333333333,False,high,high,False,2,1.0
6ac07c3845b0ce5cac4ab3569ea70236b7cfa8fd51576e12226279a282182dcb,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 28, ""self_reported_interpersonal_ca"": 28, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,28,28,high,high,39.0,Male,United States,No,Full-Time,36.7595,-95.2947,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,11,12,low,low,17,17,17,0.7083333333333334,False,high,high,False,2,1.0,16,16,16,0.6666666666666666,False,high,high,False,2,1.0
6ac07c3845b0ce5cac4ab3569ea70236b7cfa8fd51576e12226279a282182dcb,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 13, ""self_reported_interpersonal_ca"": 24, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,13,24,low,high,39.0,Male,United States,No,Full-Time,36.7595,-95.2947,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,11,12,low,low,2,2,2,0.08333333333333333,False,low,low,True,0,0.0,12,12,12,0.5,False,high,high,False,2,1.0
6ac07c3845b0ce5cac4ab3569ea70236b7cfa8fd51576e12226279a282182dcb,v3_voice,mock,mock-persona,0.0,"{""self_reported_group_ca"": 27, ""self_reported_interpersonal_ca"": 20, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,27,20,high,high,39.0,Male,United States,No,Full-Time,36.7595,-95.2947,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,11,12,low,low,16,16,16,0.6666666666666666,False,high,high,False,2,1.0,8,8,8,0.3333333333333333,False,high,high,False,2,1.0
c67b3266ecd4af12979c1f67d1efffd0d3e9bfbc567d211e5b7a0724b7890b7d,demos,mock,mock-persona,0.0,"{""self_reported_group_ca"": 12, ""self_reported_interpersonal_ca"": 26, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,12,26,low,high,61.0,Male,United Kingdom,No,Other,51.9759,-1.8685,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,10,6,low,low,2,2,2,0.08333333333333333,False,low,low,True,0,0.0,20,20,20,0.8333333333333334,False,high,high,False,2,1.0
c67b3266ecd4af12979c1f67d1efffd0d3e9bfbc567d211e5b7a0724b7890b7d,employment,mock,mock-persona,0.0,"{""self_reported_group_ca"": 12, ""self_reported_interpersonal_ca"": 12, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""low""}",,12,12,low,low,61.0,Male,United Kingdom,No,Other,51.9759,-1.8685,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,10,6,low,low,2,2,2,0.08333333333333333,False,low,low,True,0,0.0,6,6,6,0.25,False,low,low,True,0,0.0
c67b3266ecd4af12979c1f67d1efffd0d3e9bfbc567d211e5b7a0724b7890b7d,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 6, ""self_reported_interpersonal_ca"": 21, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,6,21,low,high,61.0,Male,United Kingdom,No,Other,51.9759,-1.8685,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,10,6,low,low,-4,4,4,0.16666666666666666,False,low,low,True,0,0.0,15,15,15,0.625,False,high,high,False,2,1.0
c67b3266ecd4af12979c1f67d1efffd0d3e9bfbc567d211e5b7a0724b7890b7d,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 30, ""self_reported_interpersonal_ca"": 16, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""moderate""}",,30,16,high,moderate,61.0,Male,United Kingdom,No,Other,51.9759,-1.8685,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,10,6,low,low,20,20,20,0.8333333333333334,False,high,high,False,2,1.0,10,10,10,0.4166666666666667,False,moderate,moderate,False,1,0.5
c67b3266ecd4af12979c1f67d1efffd0d3e9bfbc567d211e5b7a0724b7890b7d,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 30, ""self_reported_interpersonal_ca"": 16, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""moderate""}",,30,16,high,moderate,61.0,Male,United Kingdom,No,Other,51.9759,-1.8685,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,10,6,low,low,20,20,20,0.8333333333333334,False,high,high,False,2,1.0,10,10,10,0.4166666666666667,False,moderate,moderate,False,1,0.5
c67b3266ecd4af12979c1f67d1efffd0d3e9bfbc567d211e5b7a0724b7890b7d,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 17, ""self_reported_interpersonal_ca"": 13, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,17,13,moderate,low,61.0,Male,United Kingdom,No,Other,51.9759,-1.8685,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,10,6,low,low,7,7,7,0.2916666666666667,False,moderate,moderate,False,1,0.5,7,7,7,0.2916666666666667,False,low,low,True,0,0.0
c67b3266ecd4af12979c1f67d1efffd0d3e9bfbc567d211e5b7a0724b7890b7d,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 20, ""self_reported_interpersonal_ca"": 12, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,20,12,high,low,61.0,Male,United Kingdom,No,Other,51.9759,-1.8685,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,10,6,low,low,10,10,10,0.4166666666666667,False,high,high,False,2,1.0,6,6,6,0.25,False,low,low,True,0,0.0
c67b3266ecd4af12979c1f67d1efffd0d3e9bfbc567d211e5b7a0724b7890b7d,v3_voice,mock,mock-persona,0.0,"{""self_reported_group_ca"": 6, ""self_reported_interpersonal_ca"": 21, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,6,21,low,high,61.0,Male,United Kingdom,No,Other,51.9759,-1.8685,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,10,6,low,low,-4,4,4,0.16666666666666666,False,low,low,True,0,0.0,15,15,15,0.625,False,high,high,False,2,1.0
1cefb8d34b92489e8ffd9cf34c469964f0527b1cae33e00a8a52f4aef0d66679,demos,mock,mock-persona,0.0,"{""self_reported_group_ca"": 8, ""self_reported_interpersonal_ca"": 30, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,8,30,low,high,45.0,Male,United States,No,Full-Time,36.8237,-81.213,Never,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,8,12,low,low,0,0,0,0.0,True,low,low,True,0,0.0,18,18,18,0.75,False,high,high,False,2,1.0
1cefb8d34b92489e8ffd9cf34c469964f0527b1cae33e00a8a52f4aef0d66679,employment,mock,mock-persona,0.0,"{""self_reported_group_ca"": 20, ""self_reported_interpersonal_ca"": 18, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""moderate""}",,20,18,high,moderate,45.0,Male,United States,No,Full-Time,36.8237,-81.213,Never,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,8,12,low,low,12,12,12,0.5,False,high,high,False,2,1.0,6,6,6,0.25,False,moderate,moderate,False,1,0.5
1cefb8d34b92489e8ffd9cf34c469964f0527b1cae33e00a8a52f4aef0d66679,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 21, ""self_reported_interpersonal_ca"": 22, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,21,22,high,high,45.0,Male,United States,No,Full-Time,36.8237,-81.213,Never,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,8,12,low,low,13,13,13,0.5416666666666666,False,high,high,False,2,1.0,10,10,10,0.4166666666666667,False,high,high,False,2,1.0
1cefb8d34b92489e8ffd9cf34c469964f0527b1cae33e00a8a52f4aef0d66679,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 17, ""self_reported_interpersonal_ca"": 9, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,17,9,moderate,low,45.0,Male,United States,No,Full-Time,36.8237,-81.213,Never,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,8,12,low,low,9,9,9,0.375,False,moderate,moderate,False,1,0.5,-3,3,3,0.125,False,low,low,True,0,0.0
1cefb8d34b92489e8ffd9cf34c469964f0527b1cae33e00a8a52f4aef0d66679,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 17, ""self_reported_interpersonal_ca"": 9, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""low""}",,17,9,moderate,low,45.0,Male,United States,No,Full-Time,36.8237,-81.213,Never,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,8,12,low,low,9,9,9,0.375,False,moderate,moderate,False,1,0.5,-3,3,3,0.125,False,low,low,True,0,0.0
1cefb8d34b92489e8ffd9cf34c469964f0527b1cae33e00a8a52f4aef0d66679,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 18, ""self_reported_interpersonal_ca"": 19, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""moderate""}",,18,19,moderate,moderate,45.0,Male,United States,No,Full-Time,36.8237,-81.213,Never,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,8,12,low,low,10,10,10,0.4166666666666667,False,moderate,moderate,False,1,0.5,7,7,7,0.2916666666666667,False,moderate,moderate,False,1,0.5
1cefb8d34b92489e8ffd9cf34c469964f0527b1cae33e00a8a52f4aef0d66679,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 24, ""self_reported_interpersonal_ca"": 11, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""low""}",,24,11,high,low,45.0,Male,United States,No,Full-Time,36.8237,-81.213,Never,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,8,12,low,low,16,16,16,0.6666666666666666,False,high,high,False,2,1.0,-1,1,1,0.041666666666666664,False,low,low,True,0,0.0
1cefb8d34b92489e8ffd9cf34c469964f0527b1cae33e00a8a52f4aef0d66679,v3_voice,mock,mock-persona,0.0,"{""self_reported_group_ca"": 21, ""self_reported_interpersonal_ca"": 22, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,21,22,high,high,45.0,Male,United States,No,Full-Time,36.8237,-81.213,Never,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,8,12,low,low,13,13,13,0.5416666666666666,False,high,high,False,2,1.0,10,10,10,0.4166666666666667,False,high,high,False,2,1.0
8b18183122f0ff05f1e8d91d221d64f2c42a93cbe76493b2b687865c2bd75615,demos,mock,mock-persona,0.0,"{""self_reported_group_ca"": 25, ""self_reported_interpersonal_ca"": 27, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,25,27,high,high,42.0,Female,United States,No,Full-Time,32.8088,-79.606,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,13,11,low,low,12,12,12,0.5,False,high,high,False,2,1.0,16,16,16,0.6666666666666666,False,high,high,False,2,1.0
8b18183122f0ff05f1e8d91d221d64f2c42a93cbe76493b2b687865c2bd75615,employment,mock,mock-persona,0.0,"{""self_reported_group_ca"": 20, ""self_reported_interpersonal_ca"": 23, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""high""}",,20,23,high,high,42.0,Female,United States,No,Full-Time,32.8088,-79.606,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,13,11,low,low,7,7,7,0.2916666666666667,False,high,high,False,2,1.0,12,12,12,0.5,False,high,high,False,2,1.0
8b18183122f0ff05f1e8d91d221d64f2c42a93cbe76493b2b687865c2bd75615,geo,mock,mock-persona,0.0,"{""self_reported_group_ca"": 18, ""self_reported_interpersonal_ca"": 18, ""self_reported_band_group"": ""moderate"", ""self_reported_band_interpersonal"": ""moderate""}",,18,18,moderate,moderate,42.0,Female,United States,No,Full-Time,32.8088,-79.606,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,13,11,low,low,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5,7,7,7,0.2916666666666667,False,moderate,moderate,False,1,0.5
8b18183122f0ff05f1e8d91d221d64f2c42a93cbe76493b2b687865c2bd75615,transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 13, ""self_reported_interpersonal_ca"": 19, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""moderate""}",,13,19,low,moderate,42.0,Female,United States,No,Full-Time,32.8088,-79.606,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,13,11,low,low,0,0,0,0.0,True,low,low,True,0,0.0,8,8,8,0.3333333333333333,False,moderate,moderate,False,1,0.5
8b18183122f0ff05f1e8d91d221d64f2c42a93cbe76493b2b687865c2bd75615,full,mock,mock-persona,0.0,"{""self_reported_group_ca"": 13, ""self_reported_interpersonal_ca"": 19, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""moderate""}",,13,19,low,moderate,42.0,Female,United States,No,Full-Time,32.8088,-79.606,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,13,11,low,low,0,0,0,0.0,True,low,low,True,0,0.0,8,8,8,0.3333333333333333,False,moderate,moderate,False,1,0.5
8b18183122f0ff05f1e8d91d221d64f2c42a93cbe76493b2b687865c2bd75615,v3_rideshare,mock,mock-persona,0.0,"{""self_reported_group_ca"": 29, ""self_reported_interpersonal_ca"": 17, ""self_reported_band_group"": ""high"", ""self_reported_band_interpersonal"": ""moderate""}",,29,17,high,moderate,42.0,Female,United States,No,Full-Time,32.8088,-79.606,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,13,11,low,low,16,16,16,0.6666666666666666,False,high,high,False,2,1.0,6,6,6,0.25,False,moderate,moderate,False,1,0.5
8b18183122f0ff05f1e8d91d221d64f2c42a93cbe76493b2b687865c2bd75615,v3_public_transit,mock,mock-persona,0.0,"{""self_reported_group_ca"": 9, ""self_reported_interpersonal_ca"": 26, ""self_reported_band_group"": ""low"", ""self_reported_band_interpersonal"": ""high""}",,9,26,low,high,42.0,Female,United States,No,Full-Time,32.8088,-79.606,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,13,11,low,low,-4,4,4,0.16666666666666666,False,low,low,True,0,0.0,15,15,15,0.625,False,high,high,False,2,1.0
