group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Age,64.0,full,3,0,,,,,,
Age,64.0,geo,3,0,,,,,,
Age,64.0,transit,3,1,1.0,7.0,1.0,7.0,1.0,0.0
Age,65.0,demos,1,0,,,,,,
Age,65.0,employment,1,0,,,,,,
Age,65.0,full,1,0,,,,,,
Age,65.0,geo,1,0,,,,,,
Age,65.0,transit,1,0,,,,,,
Age,66.0,demos,2,0,,,,,,
Age,66.0,employment,2,0,,,,,,
Age,66.0,full,2,0,,,,,,
Age,66.0,geo,2,0,,,,,,
Age,66.0,transit,2,0,,,,,,
Age,67.0,demos,2,0,,,,,,
Age,67.0,employment,2,0,,,,,,
Age,67.0,full,2,0,,,,,,
Age,67.0,geo,2,1,2.0,6.0,-2.0,6.0,1.0,0.0
Age,67.0,transit,2,1,2.0,6.0,-2.0,6.0,1.0,0.0
Age,68.0,demos,1,0,,,,,,
Age,68.0,employment,1,0,,,,,,
Age,68.0,full,1,0,,,,,,
Age,68.0,geo,1,1,8.0,12.0,8.0,12.0,0.0,0.0
Age,68.0,transit,1,0,,,,,,
Age,70.0,demos,3,0,,,,,,
Age,70.0,employment,3,0,,,,,,
Age,70.0,full,3,0,,,,,,
Age,70.0,geo,3,0,,,,,,
Age,70.0,transit,3,0,,,,,,
Age,72.0,demos,1,0,,,,,,
Age,72.0,employment,1,0,,,,,,
Age,72.0,full,1,0,,,,,,
Age,72.0,geo,1,1,9.0,9.0,9.0,9.0,0.0,0.0
Age,72.0,transit,1,1,9.0,9.0,9.0,9.0,0.0,0.0
Age,74.0,demos,1,0,,,,,,
Age,74.0,employment,1,0,,,,,,
Age,74.0,full,1,0,,,,,,
Age,74.0,geo,1,1,14.0,14.0,14.0,14.0,0.0,0.0
Age,74.0,transit,1,0,,,,,,
Age,75.0,demos,1,0,,,,,,
Age,75.0,employment,1,0,,,,,,
Age,75.0,full,1,0,,,,,,
Age,75.0,geo,1,0,,,,,,
Age,75.0,transit,1,0,,,,,,
Age,77.0,demos,1,0,,,,,,
Age,77.0,employment,1,0,,,,,,
Age,77.0,full,1,0,,,,,,
Age,77.0,geo,1,1,4.0,1.0,-4.0,1.0,1.0,0.0
Age,77.0,transit,1,0,,,,,,
